objectid,year,state,agency,fire_name,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,decades,shape__area,shape__length
1564,2022,CA,CDF,PIGEON,2022-09-26,2022-09-26,9,1,1.0,14.82357,2020-2025,94697.49609,1702.789437
1565,2022,CA,CDF,BORDER 31,2022-08-19,2022-08-20,14,1,1.0,14.64988,2020-2025,83814.53125,1972.871847
1566,2022,CA,CDF,DEER,2022-07-18,2022-07-18,7,1,1.0,14.51391,2020-2025,94507.52344,1774.282656
1567,2022,CA,CDF,OREGON,2022-06-13,2022-06-13,7,6,1.0,14.32328,2020-2025,97706.05078,1653.99934
1568,2022,CA,USF,CHERRY,2022-06-13,2022-06-14,14,6,1.0,14.31055,2020-2025,85623.08984,1853.32936
1569,2022,CA,CDF,AIRLINE,2022-09-01,2022-09-01,10,6,1.0,13.90262,2020-2025,87705.44531,1637.028025
1570,2022,CA,LRA,CENTER,2022-04-26,2022-04-26,14,1,1.0,13.84711,2020-2025,84470.51563,1260.799538
1571,2022,CA,CDF,WALL,2022-11-07,2022-11-07,2,1,1.0,13.76263,2020-2025,93533.23828,1345.803841
1572,2022,CA,CCO,EDISON,2022-09-25,2022-09-25,14,1,1.0,13.66138,2020-2025,83204.01953,1234.88533
1573,2022,CA,USF,GEORGE,2022-08-11,2022-08-24,14,6,1.0,13.57013,2020-2025,98586.47266,1411.995648
1574,2022,CA,CDF,MIDWAY,2022-06-21,2022-06-21,10,1,1.0,13.50571,2020-2025,87549.99609,1587.230254
1575,2022,CA,CDF,HILL,2022-09-06,2022-09-15,5,1,1.0,13.28599,2020-2025,89465.70703,1485.886038
1576,2022,CA,CDF,HOPE,2022-06-07,2022-06-09,2,1,1.0,13.11081,2020-2025,82843.30469,1834.851603
1577,2022,CA,USF,TEXAS,2022-09-09,2022-09-10,14,6,1.0,12.91249,2020-2025,89850.25781,2061.55088
1578,2022,CA,CDF,EVERGREEN,2022-03-12,2022-03-12,14,1,1.0,12.58272,2020-2025,90709.80469,1712.72082
1579,2022,CA,CDF,BUTTERFIELD,2022-07-07,2022-07-13,14,1,1.0,12.36755,2020-2025,83773.92578,1395.457752
1580,2022,CA,CDF,HOBBY,2022-10-06,2022-10-06,14,1,1.0,12.32455,2020-2025,86329.50781,1422.433799
1581,2022,CA,USF,PLUM,2022-08-11,2022-08-22,9,6,1.0,12.28059,2020-2025,83405.36328,3387.932558
1582,2022,CA,CDF,BRUNS,2022-05-24,2022-05-24,2,1,1.0,12.17408,2020-2025,79041.08594,1564.277814
1583,2022,CA,CDF,ALTA,2022-08-25,2022-08-25,14,1,1.0,11.93287,2020-2025,75294.48438,1350.631329
1584,2022,CA,CDF,RUN,2022-10-29,2022-11-02,2,1,1.0,11.89783,2020-2025,80003.92188,1165.612043
1585,2022,CA,USF,BIG BAR,2022-10-12,2022-10-23,14,7,1.0,11.87628,2020-2025,85110.08203,1256.732685
1586,2022,CA,CDF,FAIRVIEW,2022-07-08,2022-07-10,11,1,1.0,11.73994,2020-2025,75324.45703,1483.489468
1587,2022,CA,CDF,3-8 DIXON,2022-08-08,2022-08-09,1,1,1.0,11.36938,2020-2025,80933.24609,2120.065317
1588,2022,CA,BLM,DUNE,2022-06-16,2022-06-18,7,1,1.0,11.36639,2020-2025,80480.14453,1470.535443
1589,2022,CA,USF,WAGON TRAIN,2022-05-22,2022-05-26,9,6,1.0,10.86248,2020-2025,64487.75,1724.500285
1590,2022,CA,LRA,LOBO,2022-09-24,2022-09-25,14,7,1.0,10.79503,2020-2025,63953.00781,1397.116264
1591,2022,CA,BLM,VIEWLAND,2022-07-22,2022-07-22,14,6,1.0,10.53279,2020-2025,73518.67578,1251.126859
1592,2022,CA,CDF,RIDGE,2022-06-25,2022-07-08,14,1,1.0,10.26019,2020-2025,73656.26953,2147.685816
1593,2022,CA,USF,SIERRA,2022-06-15,2022-06-16,14,7,1.0,10.23126,2020-2025,61185.80859,2138.478424
1594,2022,CA,USF,CASTILE,2022-05-10,2022-05-11,9,6,1.0,9.858478,2020-2025,57912.73047,984.837124
1595,2022,CA,CDF,RAIL,2022-05-08,2022-05-08,9,1,1.0,9.837949,2020-2025,66774.43359,1418.314799
1596,2022,CA,CDF,BEAR,2022-07-28,2022-07-30,2,1,1.0,9.674923,2020-2025,65133.41797,1078.816258
1597,2022,CA,CDF,CANFIELD,2022-06-23,2022-06-23,14,1,1.0,9.554518,2020-2025,65135.02734,1850.448485
1598,2022,CA,CDF,WHITLOW,2022-03-25,2022-03-26,14,1,1.0,9.162147,2020-2025,65715.125,1461.037441
1599,2022,CA,FWS,WILLOW 9,2022-11-16,2022-11-17,15,4,1.0,8.228877,2020-2025,47217.61719,1167.502216
1600,2022,CA,CCO,RIVER,2022-06-17,2022-06-17,14,1,1.0,8.022064,2020-2025,49004.49609,1305.62794
1601,2022,CA,CDF,BORDER 21,2022-07-03,2022-07-03,14,8,1.0,8.020247,2020-2025,45829.23438,1325.69853
1602,2022,CA,CCO,HUGHES,2022-08-06,2022-08-06,10,7,1.0,7.944128,2020-2025,47749.11328,1204.863
1603,2022,CA,CCO,BEALE,2022-06-30,2022-07-01,14,1,1.0,7.937709,2020-2025,48292.50781,1779.420716
1604,2022,CA,CDF,PROVENZA,2022-11-13,2022-11-16,5,1,1.0,7.863962,2020-2025,52880.96484,1597.367798
1605,2022,CA,LRA,BARREL,2022-06-29,2022-06-30,9,7,1.0,7.608925,2020-2025,45513.29688,1584.632985
1606,2022,CA,CDF,BORDER 22,2022-07-08,2022-07-08,7,6,1.0,7.280743,2020-2025,41599.21875,910.0635081
1607,2022,CA,CCO,CURVE,2022-08-03,2022-08-03,14,1,1.0,7.132461,2020-2025,42955.50391,1085.237395
1608,2022,CA,CDF,SPLAWN,2022-10-19,2022-10-19,14,1,1.0,7.118451,2020-2025,50963.95313,1493.932312
1609,2022,CA,LRA,ROW,2022-07-05,2022-07-05,14,1,1.0,7.051614,2020-2025,42568.5,920.421077
1610,2022,CA,CCO,PYRAMID,2022-10-21,2022-10-22,10,7,1.0,6.758175,2020-2025,40658.81641,946.0952249
1611,2022,CA,CCO,SCRAPER,2022-09-15,2022-09-15,14,1,1.0,6.637007,2020-2025,40419.00781,1034.749698
1612,2022,CA,CDF,HURLETON,2022-08-09,2022-08-09,14,1,1.0,6.635188,2020-2025,45155.35938,888.2592531
1613,2022,CA,CDF,WINDWOOD,2022-07-29,2022-07-29,10,5,1.0,6.372824,2020-2025,39090.92969,1166.868096
1614,2022,CA,CCO,JUMPER,2022-05-28,2022-05-28,14,1,1.0,5.989886,2020-2025,36669.01953,1028.42022
1615,2022,CA,CDF,NELSON,2022-07-18,2022-07-18,14,1,1.0,5.888545,2020-2025,40099.00391,1114.945675
1616,2022,CA,CCO,LYNN,2022-11-17,2022-11-17,14,1,1.0,5.761822,2020-2025,34135.40625,955.7682741
1617,2022,CA,CCO,OAKS,2022-06-29,2022-06-29,14,1,1.0,5.585199,2020-2025,33977.97266,1084.908295
1618,2022,CA,CDF,SCARFACE,2022-06-10,2022-06-12,14,1,1.0,5.558662,2020-2025,40220.82422,920.6107556
1619,2022,CA,CDF,AGUAJITO,2022-10-02,2022-10-03,11,1,1.0,5.257333,2020-2025,33052.73047,828.9815009
1620,2022,CA,CCO,PASS,2022-07-28,2022-07-28,14,1,1.0,5.047825,2020-2025,31070.50781,880.8560323
1621,2022,CA,LRA,RIDGE,2022-08-18,2022-08-19,14,7,1.0,4.834825,2020-2025,28648.24219,978.5689546
1622,2022,CA,CDF,BORDER 10,2022-05-15,2022-05-15,4,7,1.0,4.806643,2020-2025,27462.24609,1474.037981
1623,2022,CA,CCO,WATER,2022-05-26,2022-05-26,14,1,1.0,4.557865,2020-2025,27499.99219,987.8220305
1624,2022,CA,CDF,BORDER 26,2022-07-17,2022-07-17,7,6,1.0,4.541373,2020-2025,25957.83594,630.5893122
1625,2022,CA,CCO,PURPLE,2022-08-04,2022-08-04,14,1,1.0,4.185538,2020-2025,25437.5,801.3146622
1626,2022,CA,CDF,MESA 4,2022-05-07,2022-05-07,9,6,1.0,4.030843,2020-2025,23044.79297,646.8986993
1627,2022,CA,CCO,SYCAMORE,2022-02-10,2022-02-11,14,7,1.0,3.735543,2020-2025,22052.17578,1130.499813
1628,2022,CA,BLM,CHIMNEY,2022-10-09,2022-10-10,14,6,1.0,3.574984,2020-2025,22043.13672,1157.030173
1629,2022,CA,CCO,FREEWAY,2022-05-19,2022-05-19,14,1,1.0,3.372502,2020-2025,20482.48047,1018.596356
1630,2022,CA,CDF,TOPAZ,2022-06-10,2022-06-10,9,1,1.0,3.162654,2020-2025,19293.35938,595.1203155
1631,2022,CA,CDF,EMPIRE,2022-08-01,2022-08-02,1,1,1.0,3.141882,2020-2025,22970.37109,1020.957452
1632,2022,CA,CCO,SAND,2022-06-08,2022-06-09,14,1,1.0,2.995723,2020-2025,18155.00391,992.6069889
1633,2022,CA,CDF,BORDER 18,2022-06-24,2022-06-24,14,6,1.0,2.849159,2020-2025,16279.89453,506.4720021
1634,2022,CA,BLM,R-3 VINCENT,2022-09-14,2022-09-14,1,7,1.0,2.810175,2020-2025,19788.16797,811.3105607
1635,2022,CA,CDF,ROBERT,2022-07-09,2022-07-09,14,1,1.0,2.653836,2020-2025,15561.51953,681.3971547
1636,2022,CA,CCO,CANYON,2022-04-06,2022-04-06,9,7,1.0,2.593182,2020-2025,15407.35547,645.2177964
1637,2022,CA,CCO,LOST HILLS,2022-07-05,2022-07-05,2,1,1.0,2.507146,2020-2025,15405.99219,617.2891281
1638,2022,CA,LRA,CUT OFF,2022-07-10,2022-07-10,14,7,1.0,2.501228,2020-2025,14755.64453,901.8165976
1639,2022,CA,CCO,BEAR,2022-04-17,2022-04-18,10,1,1.0,2.163002,2020-2025,13145.99219,527.4618021
1640,2022,CA,CCO,OAKWILDE,2022-10-01,2022-10-02,10,7,1.0,2.106468,2020-2025,12509.70703,621.9348473
1641,2022,CA,CCO,TIERRA,2022-08-17,2022-08-17,14,7,1.0,2.101613,2020-2025,12569.51172,718.012932
1642,2022,CA,CCO,GENERAL,2022-06-25,2022-06-26,14,1,1.0,1.991478,2020-2025,12130.51563,680.2338861
1643,2022,CA,CCO,VINE,2022-07-15,2022-07-15,14,1,1.0,1.986299,2020-2025,11984.00391,676.486562
1644,2022,CA,CDF,ESTRELLA,2022-03-23,2022-03-23,11,6,1.0,1.968684,2020-2025,12101.24219,534.18598
1645,2022,CA,CDF,WILDERNESS,2022-03-07,2022-03-07,5,1,1.0,1.894144,2020-2025,13736.82031,735.2945271
1646,2022,CA,LRA,ROBERTS,2022-04-12,2022-04-12,14,1,1.0,1.882066,2020-2025,11492.51172,481.5467739
1647,2022,CA,CCO,MUNZ,2022-09-13,2022-09-14,14,7,1.0,1.847821,2020-2025,11081.22656,461.6190761
1648,2022,CA,CCO,ANA,2022-08-25,2022-08-25,14,3,1.0,1.841502,2020-2025,10971.17188,475.3209456
1649,2022,CA,FWS,FURY,2022-09-08,2022-09-08,14,1,1.0,1.715104,2020-2025,9838.046875,573.3598286
1650,2022,CA,LRA,KING,2022-08-17,2022-08-17,14,1,1.0,1.569355,2020-2025,9534.0,488.248291
1651,2022,CA,CCO,HART,2022-06-24,2022-06-24,14,1,1.0,1.566871,2020-2025,9528.488281,570.6425029
1652,2022,CA,LRA,CHAMBERS,2022-03-16,2022-03-17,14,1,1.0,1.547286,2020-2025,9217.691406,537.6913468
1653,2022,CA,CCO,FORT,2022-07-16,2022-07-16,10,1,1.0,1.504349,2020-2025,9074.011719,913.8467503
1654,2022,CA,LRA,MOON,2022-08-14,2022-08-14,14,1,1.0,1.424808,2020-2025,8444.238281,452.7993093
1655,2022,CA,LRA,MARIA,2022-06-21,2022-06-21,9,5,1.0,1.397867,2020-2025,8447.972656,468.4988883
1656,2022,CA,FWS,WILLOW 8,2022-10-20,2022-10-20,14,1,1.0,1.318015,2020-2025,7560.441406,532.6159062
1657,2022,CA,CCO,CUMMINGS,2022-09-21,2022-09-21,14,1,1.0,1.312247,2020-2025,7978.988281,527.3358286
1658,2022,CA,LRA,UPLAND,2022-06-06,2022-06-06,14,1,1.0,1.288484,2020-2025,7875.011719,429.1140907
1659,2022,CA,CDF,WILSON,2022-04-28,2022-04-28,5,1,1.0,1.261111,2020-2025,7700.941406,500.5467235
1660,2022,CA,CCO,LERDO,2022-06-12,2022-06-12,14,1,1.0,1.217743,2020-2025,7453.0,541.5071379
1661,2022,CA,CDF,FELIPE,2022-04-23,2022-04-23,5,7,1.0,1.16234,2020-2025,6734.511719,475.3789135
1662,2022,CA,CCO,CHESEBORO,2022-09-07,2022-09-08,14,7,1.0,1.093091,2020-2025,6529.660156,350.4432939
1663,2022,CA,CCO,BROOME,2022-05-31,2022-05-31,10,1,1.0,1.092994,2020-2025,6639.5,550.7102949
1664,2022,CA,CDF,ESTATES,2022-07-17,2022-07-17,16,1,1.0,0.7762036,2020-2025,5163.34375,291.0611975
1665,2022,CA,FWS,FIVE,2022-03-23,2022-03-23,14,4,1.0,0.6094487,2020-2025,3484.375,288.3219042
1666,2022,CA,CDF,PRICE,2022-01-01,2022-01-01,4,6,1.0,0.06728618,2020-2025,408.3359375,80.86275159
1667,2021,CA,CDF,DIXIE,2021-07-13,2021-10-25,11,7,1.0,963405.4,2020-2025,6692866165.0,2010262.448
1668,2021,CA,USF,MONUMENT,2021-07-31,2021-11-03,1,7,1.0,223107.9,2020-2025,1574029698.0,535745.1154
1669,2021,CA,USF,CALDOR,2021-08-14,2021-11-18,14,7,1.0,221786.4,2020-2025,1476039182.0,472891.2824
1670,2021,CA,USF,RIVER COMPLEX,2021-07-31,2021-10-25,1,7,1.0,199354.1,2020-2025,1422803379.0,1615527.514
1671,2021,CA,USF,ANTELOPE,2021-08-01,2022-01-03,1,7,1.0,145631.8,2020-2025,1055549373.0,509731.6469
1672,2021,CA,USF,MCFARLAND,2021-07-30,2021-10-26,1,3,1.0,122447.7,2020-2025,852182962.6,277221.6896
1673,2021,CA,USF,SUGAR,2021-07-02,2021-10-28,14,7,1.0,105003.9,2020-2025,723650604.5,293807.5056
1674,2021,CA,BIA,WINDY,2021-09-09,2021-11-11,1,7,1.0,97528.27,2020-2025,603989861.1,326999.085
1675,2021,CA,USF,MCCASH,2021-08-01,2021-10-27,1,7,1.0,94970.47,2020-2025,687051428.0,418328.5657
1676,2021,CA,NPS,KNP COMPLEX,2021-09-09,2021-12-16,1,7,1.0,88257.13,2020-2025,554850423.5,490677.2823
1677,2021,NV,USF,TAMARACK,2021-07-04,2021-10-26,1,7,1.0,67054.51,2020-2025,446412142.5,345181.6606
1678,2021,CA,BLM,FRENCH,2021-08-18,2021-10-19,14,7,1.0,26535.06,2020-2025,163150301.6,179208.5381
1679,2021,CA,USF,LAVA,2021-06-25,2021-10-26,1,7,1.0,26328.9,2020-2025,189991722.7,159380.002
1680,2021,CA,USF,ALISAL,2021-10-11,2021-12-01,1,7,1.0,16953.24,2020-2025,101244824.7,128410.9876
1681,2021,CA,USF,SALT,2021-06-30,2021-10-26,2,4,1.0,12599.14,2020-2025,89360822.12,80335.8714
1682,2021,CA,USF,TENNANT,2021-06-28,2022-01-03,14,3,1.0,10591.03,2020-2025,76985666.88,95932.74815
1683,2021,CA,CDF,RIVER,2021-07-11,2021-07-19,14,8,1.0,9655.188,2020-2025,61910651.02,70479.31673
1684,2021,CA,USF,WALKERS,2021-08-15,2021-12-08,1,7,1.0,8778.784,2020-2025,54817879.15,83505.43853
1685,2021,CA,CDF,FAWN,2021-09-22,2021-09-29,7,3,1.0,8576.493,2020-2025,60482385.65,62296.72974
1686,2021,CA,CDF,SOUTHERN,2021-05-02,2022-05-06,2,7,1.0,5365.902,2020-2025,30944913.94,55683.48803
1687,2021,CA,USF,DEXTER,2021-07-12,2021-11-01,1,7,1.0,2967.832,2020-2025,19274317.93,31681.68153
1688,2021,CA,USF,WILLOW,2021-06-17,2021-07-12,9,7,1.0,2877.869,2020-2025,17924778.89,24069.32787
1689,2021,CA,CDF,RIVER,2021-08-04,2021-08-13,14,7,1.0,2618.794,2020-2025,17629432.46,30707.81411
1690,2021,CA,NPS,MOJAVE,2021-06-17,2021-06-25,1,1,1.0,2490.498,2020-2025,15188693.28,34761.85177
1691,2021,CA,USF,KNOB,2021-08-29,2021-10-20,14,7,1.0,2421.245,2020-2025,17169735.93,33269.49514
1692,2021,CA,NPS,TILTILL,2021-07-31,2021-08-15,1,7,2.0,2348.53,2020-2025,15328712.38,29291.62713
1693,2021,CA,BLM,PEAK,2021-07-20,2021-07-31,14,7,1.0,2096.645,2020-2025,12804983.94,27703.33446
1694,2021,CA,CCO,SHELL,2021-06-27,2021-07-02,14,1,1.0,1828.035,2020-2025,11024040.71,18696.06671
1695,2021,CA,USF,CHAPARRAL,2021-08-28,2021-09-09,9,3,1.0,1427.293,2020-2025,8326812.98,18836.24128
1696,2021,CA,BLM,OWENS,2021-05-01,2021-05-01,9,4,1.0,1390.015,2020-2025,8548232.641,30887.31857
1697,2021,CA,BIA,NETTLE ,2021-06-18,2021-07-16,14,3,1.0,1265.746,2020-2025,7843390.473,13774.53052
1698,2021,CA,LRA,PALISADES,2021-05-15,2021-05-21,14,1,1.0,1202.648,2020-2025,7115175.367,19990.11432
1699,2021,CA,USF,EAST FORK,2021-07-01,2021-07-11,1,3,1.0,1135.744,2020-2025,7571123.559,24604.14491
1700,2021,CA,CDF,SARGENT,2021-05-30,2021-05-31,5,7,1.0,1117.899,2020-2025,6927974.184,12596.68798
1701,2021,CA,DOD,SIERRA,2021-06-09,2021-06-11,14,7,1.0,968.2691,2020-2025,5627170.531,17180.72018
1702,2021,CA,CDF,INTANKO,2021-06-08,2021-06-16,14,1,1.0,938.9399,2020-2025,6318144.02,16870.9325
1703,2021,CA,NPS,LUKENS,2021-07-01,2021-08-19,1,7,2.0,918.1719,2020-2025,5970996.613,25798.69227
1704,2021,CA,USF,JUNIPER,2021-07-05,2021-07-21,1,5,1.0,882.0248,2020-2025,6432934.984,14339.86482
1705,2021,CA,CCO,TUMBLEWEED,2021-07-04,2021-07-08,14,1,1.0,856.8701,2020-2025,5150536.137,17039.12144
1706,2021,CA,LRA,REFUGE,2021-03-27,2021-03-28,5,4,1.0,856.3962,2020-2025,6268401.453,13260.1399
1707,2021,OR,BLM,WILLOW VALLEY,2021-08-12,2021-08-31,1,3,1.0,823.8505,2020-2025,6041624.453,13288.36277
1708,2021,CA,CDF,SOUTH,2021-08-25,2021-09-02,14,3,1.0,810.9695,2020-2025,4808983.957,16562.19847
1709,2021,CA,CDF,COW,2021-06-20,2021-06-26,2,3,1.0,761.1113,2020-2025,5340043.988,12304.19191
1710,2021,CA,CDF,BONITA,2021-01-15,2021-03-10,14,6,1.0,681.1813,2020-2025,3993626.059,21209.41253
1711,2021,CA,CCO,WOLF,2021-01-19,2021-01-20,14,4,1.0,674.1259,2020-2025,4074735.629,15512.5878
1712,2021,CA,CDF,AIROLA,2021-08-25,2021-08-26,14,1,1.0,644.3386,2020-2025,4213097.047,12402.37206
1713,2021,CA,USF,INYO CREEK,2021-06-19,2021-07-06,1,3,1.0,601.6085,2020-2025,3783794.531,17419.12857
1714,2021,CA,CDF,ALABAMA,2021-06-18,2021-06-21,1,1,1.0,566.5927,2020-2025,3566649.211,12433.68332
1715,2021,CA,CDF,OVERLAND,2021-06-19,2021-06-24,4,7,1.0,559.1455,2020-2025,3216346.602,9142.848991
1716,2021,CA,CCO,NORTH,2021-04-28,2021-04-30,14,1,1.0,552.1964,2020-2025,3295783.605,12210.64252
1717,2021,CA,CDF,GUNNISON,2021-05-08,2021-05-12,2,1,1.0,548.9937,2020-2025,3775210.875,10415.38178
1718,2021,CA,USF,DOTTA,2021-06-30,2021-07-22,14,8,1.0,531.91,2020-2025,3664169.332,16139.45704
1719,2021,CA,CDF,MILE,2021-05-27,2021-05-28,7,1,1.0,507.8524,2020-2025,3304328.934,10016.00295
1720,2021,CA,NPS,POND,2021-08-30,2021-09-04,1,1,1.0,490.7352,2020-2025,2985202.84,8340.726704
1721,2021,CA,USF,ROUTE,2021-09-11,2021-09-16,4,3,1.0,455.3456,2020-2025,2724727.09,11270.75345
1722,2021,CA,CCO,PINE,2021-05-12,2021-05-14,14,1,1.0,441.2523,2020-2025,2631239.492,21430.13485
1723,2021,CA,CDF,YSABEL 2,2021-07-03,2021-07-06,14,1,1.0,428.2403,2020-2025,2478876.262,6427.659896
1724,2021,CA,CDF,SUCCESS 2,2021-06-18,2021-06-21,1,1,1.0,423.5609,2020-2025,2626246.711,8313.949496
1725,2021,CA,CDF,BRIDGE,2021-09-05,2021-09-16,14,1,1.0,415.955,2020-2025,2784959.285,9337.056701
1726,2021,CA,CDF,MAIN,2021-07-03,2021-07-04,14,4,1.0,378.4724,2020-2025,2351430.652,8360.638593
1727,2021,CA,USF,ABERNATHY,2021-01-19,2021-01-26,11,7,1.0,373.5444,2020-2025,2429981.742,9041.855246
1728,2021,CA,CCO,HUNGRY,2021-07-31,2021-08-02,10,2,1.0,365.7711,2020-2025,2199828.426,8384.852128
1729,2021,CA,USF,BRADLEY,2021-07-11,2021-10-25,9,7,1.0,356.868,2020-2025,2559677.5,8052.704082
1730,2021,CA,USF,FLATS,2021-06-13,2021-06-29,9,6,1.0,342.571,2020-2025,2002828.496,10930.81875
1731,2021,CA,CDF,ROCK,2021-08-24,2021-08-27,7,1,1.0,318.4139,2020-2025,1857293.484,9089.973938
1732,2021,CA,USF,BLUE,2021-06-29,2021-07-03,14,5,1.0,291.1255,2020-2025,1851909.633,7681.800839
1733,2021,CA,CDF,MESA 3,2021-06-23,2021-06-27,14,7,1.0,277.8741,2020-2025,1615720.086,7219.430075
1734,2021,CA,CDF,CALVERT,2021-03-01,2021-03-01,18,1,1.0,257.8323,2020-2025,1638694.504,10145.66944
1735,2021,CA,LRA,HOPKINS,2021-09-12,2021-09-19,7,3,1.0,253.9064,2020-2025,1714855.902,7163.090273
1736,2021,CA,LRA,FARMINGTON,2021-06-09,2021-06-11,14,2,1.0,248.6175,2020-2025,1481024.242,9309.880253
1737,2021,CA,NPS,COUNTY LINE,2021-07-01,2021-08-15,1,7,2.0,224.9265,2020-2025,1462300.121,6674.041393
1738,2021,CA,USF,EMIGRANT,2021-09-17,2021-09-27,2,7,1.0,221.0323,2020-2025,1325705.238,6544.656414
1739,2021,CA,FWS,68,2021-08-18,2021-08-18,9,4,1.0,219.7282,2020-2025,1491105.309,11603.51435
1740,2021,CA,BLM,DESERT,2021-06-09,2021-06-17,9,7,1.0,216.6215,2020-2025,1241887.809,10830.35988
1741,2021,CA,CCO,CANYON,2021-06-26,2021-06-27,14,1,1.0,216.5297,2020-2025,1323217.207,5812.189026
1742,2021,CA,USF,SYD,2021-08-19,2021-11-09,9,3,1.0,204.8307,2020-2025,1419543.871,6601.25965
1743,2021,CA,CDF,BEALE,2021-06-13,2021-06-19,11,1,1.0,201.303,2020-2025,1356606.363,7798.924221
1744,2021,CA,CDF,TURNOUT,2021-04-18,2021-04-25,18,1,1.0,191.6513,2020-2025,1287947.625,11247.11277
1745,2021,CA,CCO,CASITAS,2021-06-14,2021-06-15,14,3,1.0,188.1755,2020-2025,1122120.184,5112.766367
1746,2021,CA,CDF,GLEN,2021-08-11,2021-08-11,10,7,1.0,184.0656,2020-2025,1249403.332,6300.941045
1747,2021,CA,CCO,TOWSLEY,2021-01-19,2021-01-22,14,1,1.0,183.8866,2020-2025,1094378.07,7867.451433
1748,2021,CA,FWS,TURKEY,2021-06-10,2021-06-11,14,1,1.0,171.3908,2020-2025,1059602.484,9241.683677
1749,2021,CA,CDF,PINNACLES,2021-07-28,2021-07-30,9,7,1.0,170.7329,2020-2025,1070524.309,7063.94467
1750,2021,CA,CDF,BUTANO,2021-01-19,2021-01-21,1,7,1.0,169.8688,2020-2025,1086456.98,5329.488831
1751,2021,CA,USF,GRAVEL,2021-10-15,2021-10-17,9,7,1.0,169.4866,2020-2025,1237623.461,5708.038603
1752,2021,CA,FWS,DAIRY,2021-06-15,2021-06-23,18,4,1.0,161.2339,2020-2025,1116694.051,6686.923041
1753,2021,CA,CDF,CAMPO,2021-04-29,2021-05-04,5,1,1.0,159.9778,2020-2025,1050184.473,7467.235544
1754,2021,CA,CDF,PANOCHE,2021-06-23,2021-06-23,10,7,1.0,146.4311,2020-2025,921913.8047,5324.387887
1755,2021,CA,FWS,SUTTER,2021-09-27,2021-09-27,2,6,1.0,141.5167,2020-2025,951334.5664,3877.476497
1756,2021,CA,CDF,NEWELL,2021-10-11,2021-10-11,10,1,1.0,137.1334,2020-2025,899414.3086,5250.501641
1757,2021,CA,CDF,WASHINGTON,2021-08-26,2021-08-31,14,1,1.0,135.7753,2020-2025,885531.5195,5669.030233
1758,2021,CA,CDF,4-3 PUMA,2021-06-24,2021-06-25,1,1,1.0,132.4866,2020-2025,958271.4648,6023.275705
1759,2021,CA,USF,COYOTE,2021-07-09,2021-07-19,2,1,1.0,132.2827,2020-2025,962648.8008,9799.265066
1760,2021,CA,CDF,DIABLO,2021-07-11,2021-07-11,14,2,1.0,127.659,2020-2025,828774.707,5690.561471
1761,2021,CA,CDF,ESTRADA,2021-10-15,2021-10-16,18,7,1.0,124.7229,2020-2025,793089.2773,5057.738112
1762,2021,CA,USF,MOUNTAIN,2021-06-18,2021-06-19,1,7,1.0,124.1572,2020-2025,771117.0039,7246.957554
1763,2021,CA,BLM,MINERAL,2021-11-26,2021-11-29,14,8,1.0,122.8651,2020-2025,715547.0,10861.55355
1764,2021,CA,CDF,BESWICK,2021-06-28,2021-07-03,14,1,1.0,118.0034,2020-2025,862439.5352,7735.893147
1765,2021,CA,BLM,CHICKEN,2021-07-18,2021-07-20,2,6,1.0,117.692,2020-2025,833953.2734,7119.085596
1766,2021,CA,USF,ANTELOPE,2021-06-22,2021-06-29,1,1,1.0,111.5138,2020-2025,807067.3867,5589.725297
1767,2021,CA,CDF,ROCK,2021-06-15,2021-06-19,2,1,1.0,107.1646,2020-2025,753830.9922,4574.984404
1768,2021,CA,BLM,YUHA,2021-02-20,2021-03-04,14,7,1.0,106.2004,2020-2025,608553.3789,3721.151273
1769,2021,CA,NPS,LOST,2021-07-10,2021-07-18,1,1,1.0,100.7824,2020-2025,639338.8125,7246.821691
1770,2021,CA,CDF,KETTLE,2021-10-11,2021-10-11,14,1,1.0,92.35461,2020-2025,571369.9883,4098.8563
1771,2021,CA,CDF,WESTWARD,2021-08-25,2021-08-26,14,6,1.0,88.36302,2020-2025,520486.6641,4046.91438
1772,2021,CA,BLM,GRAPEVINE,2021-03-14,2021-03-20,5,6,1.0,86.20689,2020-2025,530694.5234,8134.011938
1773,2021,CA,USF,ONION,2021-04-08,2021-04-12,14,1,1.0,85.5384,2020-2025,540524.3516,4859.846274
1774,2021,CA,BLM,POLELINE,2021-07-05,2021-07-05,14,6,1.0,83.93266,2020-2025,511229.4844,3115.315438
1775,2021,CA,USF,ROAD,2021-07-10,2021-07-18,2,1,1.0,83.56132,2020-2025,480396.6953,5193.225969
1776,2021,CA,CDF,KIRKER,2021-07-04,2021-07-04,10,1,1.0,83.55169,2020-2025,545069.582,4400.705927
1777,2021,CA,BLM,SCENIC,2021-06-25,2021-06-28,14,7,1.0,80.03923,2020-2025,467968.4492,2540.777581
1778,2021,CA,USF,SKY,2021-06-27,2021-07-29,14,7,1.0,79.92484,2020-2025,552330.2539,5497.576997
1779,2021,CA,USF,LONE ROCK,2021-08-06,2021-08-10,14,6,,78.31017,2020-2025,544566.6445,3802.747801
1780,2021,CA,CDF,MAXWELL,2021-10-05,2021-10-10,7,1,1.0,76.48464,2020-2025,538284.5664,4057.041972
1781,2021,CA,LRA,RIVER,2021-09-12,2021-09-13,10,6,1.0,70.8007,2020-2025,475787.0117,4770.757566
